Timestamp	Normalizacao	PCA	Treino%	Classificador	k	Distancia	Acc_Val	Acc_Test	Precision_Test	Recall_Test	F1_Test	Tempo_Treino_s	Tempo_Pred_s	Tempo_Total_s
20250608_182816	sem	100	0.9	log			0.910	0.907	0.907	0.907	0.907	3.927659	0.001542	3.952949
20250608_182820	sem	100	0.9	log			0.910	0.907	0.907	0.907	0.907	3.926953	0.001534	3.952250
20250608_182824	sem	100	0.9	log			0.910	0.907	0.907	0.907	0.907	3.945358	0.001627	3.971010
20250608_182828	sem	100	0.9	log			0.910	0.907	0.907	0.907	0.907	3.936657	0.001567	3.962326
20250608_182832	sem	100	0.9	log			0.910	0.907	0.907	0.907	0.907	3.946003	0.002678	3.972482
20250608_182836	sem	100	0.9	log			0.910	0.907	0.907	0.907	0.907	3.926518	0.001600	3.953232
20250608_182840	sem	100	0.9	log			0.910	0.907	0.907	0.907	0.907	3.956600	0.001751	3.981974
20250608_182844	sem	100	0.9	log			0.910	0.907	0.907	0.907	0.907	3.989649	0.001611	4.016296
20250608_182848	sem	100	0.9	log			0.910	0.907	0.907	0.907	0.907	3.941836	0.001589	3.966787
20250608_182852	sem	100	0.9	log			0.910	0.907	0.907	0.907	0.907	3.936331	0.001729	3.961669
20250608_182856	sem	100	0.9	log			0.910	0.907	0.907	0.907	0.907	3.924991	0.001568	3.957724
20250608_182900	sem	100	0.9	log			0.910	0.907	0.907	0.907	0.907	3.997214	0.001725	4.023529
20250608_182904	sem	150	0.6	knn	1	euclidean	0.971	0.972	0.972	0.972	0.972	0.005416	2.979845	3.025818
20250608_182935	sem	150	0.6	knn	1	manhattan	0.964	0.963	0.963	0.963	0.963	0.005419	31.377559	31.423305
20250608_183009	sem	150	0.6	knn	1	chebyshev	0.963	0.961	0.961	0.961	0.961	0.005642	33.974586	34.021034
20250608_183012	sem	150	0.6	knn	3	euclidean	0.972	0.972	0.972	0.972	0.972	0.005617	3.042626	3.089078
20250608_183044	sem	150	0.6	knn	3	manhattan	0.963	0.963	0.963	0.963	0.963	0.005578	31.392246	31.438730
20250608_183118	sem	150	0.6	knn	3	chebyshev	0.965	0.962	0.962	0.962	0.962	0.005421	33.783646	33.829809
20250608_183121	sem	150	0.6	knn	5	euclidean	0.970	0.970	0.970	0.970	0.970	0.005419	3.035314	3.081145
20250608_183153	sem	150	0.6	knn	5	manhattan	0.963	0.962	0.962	0.962	0.961	0.005534	32.135760	32.182206
20250608_183228	sem	150	0.6	knn	5	chebyshev	0.964	0.962	0.962	0.962	0.962	0.005409	34.772996	34.819421
20250608_183231	sem	150	0.6	knn	7	euclidean	0.968	0.969	0.969	0.969	0.969	0.005454	2.971703	3.017286
20250608_183302	sem	150	0.6	knn	7	manhattan	0.960	0.960	0.961	0.960	0.960	0.005397	31.391466	31.437150
20250608_183336	sem	150	0.6	knn	7	chebyshev	0.963	0.961	0.961	0.961	0.961	0.005365	33.719116	33.765020
20250608_183358	sem	150	0.6	log			0.915	0.916	0.916	0.916	0.916	21.993956	0.007699	22.043379
20250608_183420	sem	150	0.6	log			0.915	0.916	0.916	0.916	0.916	21.593865	0.007564	21.642385
20250608_183441	sem	150	0.6	log			0.915	0.916	0.916	0.916	0.916	21.596662	0.011148	21.652274
20250608_183503	sem	150	0.6	log			0.915	0.916	0.916	0.916	0.916	21.875850	0.008043	21.928808
20250608_183525	sem	150	0.6	log			0.915	0.916	0.916	0.916	0.916	21.731258	0.007265	21.782025
20250608_183547	sem	150	0.6	log			0.915	0.916	0.916	0.916	0.916	21.519903	0.007336	21.572053
20250608_183609	sem	150	0.6	log			0.915	0.916	0.916	0.916	0.916	21.992119	0.007683	22.042370
20250608_183630	sem	150	0.6	log			0.915	0.916	0.916	0.916	0.916	21.676559	0.008428	21.731400
20250608_183652	sem	150	0.6	log			0.915	0.916	0.916	0.916	0.916	21.924464	0.007401	21.989542
20250608_183714	sem	150	0.6	log			0.915	0.916	0.916	0.916	0.916	21.663575	0.010261	21.714761
20250608_183736	sem	150	0.6	log			0.915	0.916	0.916	0.916	0.916	21.517436	0.007887	21.568503
20250608_183757	sem	150	0.6	log			0.915	0.916	0.916	0.916	0.916	21.543307	0.007416	21.602980
20250608_183758	sem	150	0.9	knn	1	euclidean	0.976	0.974	0.974	0.974	0.974	0.009509	1.115371	1.157751
20250608_183813	sem	150	0.9	knn	1	manhattan	0.970	0.965	0.965	0.965	0.964	0.007692	14.249574	14.286649
20250608_183828	sem	150	0.9	knn	1	chebyshev	0.965	0.965	0.965	0.965	0.965	0.007588	15.604712	15.641743
20250608_183830	sem	150	0.9	knn	3	euclidean	0.976	0.972	0.972	0.972	0.972	0.008190	1.254484	1.291905
20250608_183844	sem	150	0.9	knn	3	manhattan	0.966	0.964	0.964	0.964	0.964	0.007619	14.765774	14.801862
20250608_183900	sem	150	0.9	knn	3	chebyshev	0.965	0.965	0.965	0.965	0.965	0.008131	15.459877	15.497407
20250608_183901	sem	150	0.9	knn	5	euclidean	0.972	0.971	0.972	0.971	0.971	0.007844	1.151537	1.188501
20250608_183916	sem	150	0.9	knn	5	manhattan	0.965	0.963	0.964	0.963	0.963	0.008256	14.876331	14.916815
20250608_183931	sem	150	0.9	knn	5	chebyshev	0.966	0.964	0.964	0.964	0.964	0.008530	15.139465	15.179627
20250608_183932	sem	150	0.9	knn	7	euclidean	0.971	0.973	0.974	0.973	0.973	0.007770	1.263879	1.302515
20250608_183947	sem	150	0.9	knn	7	manhattan	0.964	0.964	0.965	0.964	0.964	0.007742	14.979112	15.016386
20250608_184002	sem	150	0.9	knn	7	chebyshev	0.965	0.964	0.964	0.964	0.964	0.008092	14.860907	14.897721
20250608_184025	sem	150	0.9	log			0.914	0.914	0.914	0.914	0.913	22.730922	0.002004	22.762450
20250608_184048	sem	150	0.9	log			0.914	0.914	0.914	0.914	0.913	22.621391	0.002142	22.652751
20250608_184110	sem	150	0.9	log			0.914	0.914	0.914	0.914	0.913	22.702702	0.002154	22.736656
20250608_184133	sem	150	0.9	log			0.914	0.914	0.914	0.914	0.913	22.858935	0.002021	22.891048
20250608_184156	sem	150	0.9	log			0.914	0.914	0.914	0.914	0.913	22.603103	0.002021	22.635165
20250608_184218	sem	150	0.9	log			0.914	0.914	0.914	0.914	0.913	22.345259	0.003182	22.381891
20250608_184241	sem	150	0.9	log			0.914	0.914	0.914	0.914	0.913	22.848249	0.003589	22.883736
20250608_184304	sem	150	0.9	log			0.914	0.914	0.914	0.914	0.913	22.594138	0.002028	22.624842
20250608_184327	sem	150	0.9	log			0.914	0.914	0.914	0.914	0.913	22.590501	0.002043	22.622577
20250608_184349	sem	150	0.9	log			0.914	0.914	0.914	0.914	0.913	22.590608	0.002027	22.623708
20250608_184412	sem	150	0.9	log			0.914	0.914	0.914	0.914	0.913	22.802510	0.002244	22.836833
20250608_184435	sem	150	0.9	log			0.914	0.914	0.914	0.914	0.913	23.103194	0.002116	23.136384
